optimized_airfoil
1.000000 -0.000000
0.999938 0.000010
0.999751 0.000040
0.999439 0.000091
0.999003 0.000161
0.998443 0.000251
0.997759 0.000362
0.996950 0.000492
0.996018 0.000642
0.994962 0.000812
0.993782 0.001002
0.992480 0.001212
0.991055 0.001441
0.989507 0.001690
0.987838 0.001959
0.986046 0.002247
0.984134 0.002555
0.982101 0.002883
0.979948 0.003230
0.977675 0.003598
0.975284 0.003985
0.972774 0.004393
0.970146 0.004821
0.967400 0.005270
0.964539 0.005739
0.961561 0.006229
0.958469 0.006740
0.955262 0.007272
0.951942 0.007826
0.948509 0.008400
0.944964 0.008997
0.941309 0.009615
0.937544 0.010254
0.933669 0.010915
0.929686 0.011597
0.925597 0.012301
0.921401 0.013025
0.917100 0.013769
0.912695 0.014533
0.908188 0.015317
0.903579 0.016119
0.898869 0.016939
0.894059 0.017775
0.889152 0.018628
0.884147 0.019494
0.879047 0.020374
0.873852 0.021266
0.868565 0.022169
0.863185 0.023080
0.857715 0.023998
0.852155 0.024922
0.846508 0.025849
0.840775 0.026778
0.834956 0.027707
0.829054 0.028635
0.823070 0.029558
0.817006 0.030476
0.810862 0.031386
0.804642 0.032287
0.798345 0.033177
0.791974 0.034055
0.785530 0.034918
0.779014 0.035766
0.772430 0.036597
0.765777 0.037410
0.759059 0.038204
0.752275 0.038977
0.745429 0.039730
0.738522 0.040462
0.731555 0.041172
0.724530 0.041860
0.717450 0.042526
0.710315 0.043170
0.703128 0.043792
0.695890 0.044392
0.688604 0.044971
0.681270 0.045529
0.673891 0.046068
0.666469 0.046587
0.659006 0.047088
0.651503 0.047570
0.643962 0.048036
0.636385 0.048486
0.628774 0.048920
0.621131 0.049341
0.613458 0.049747
0.605757 0.050140
0.598029 0.050521
0.590277 0.050889
0.582502 0.051246
0.574707 0.051592
0.566893 0.051926
0.559063 0.052250
0.551217 0.052561
0.543359 0.052861
0.535491 0.053149
0.527613 0.053425
0.519728 0.053686
0.511839 0.053934
0.503947 0.054166
0.496053 0.054382
0.488161 0.054581
0.480272 0.054760
0.472387 0.054920
0.464509 0.055059
0.456641 0.055175
0.448783 0.055267
0.440937 0.055334
0.433107 0.055374
0.425293 0.055386
0.417498 0.055370
0.409723 0.055324
0.401971 0.055246
0.394243 0.055138
0.386542 0.054997
0.378869 0.054823
0.371226 0.054617
0.363615 0.054377
0.356038 0.054105
0.348497 0.053800
0.340994 0.053463
0.333531 0.053094
0.326109 0.052695
0.318730 0.052267
0.311396 0.051810
0.304110 0.051326
0.296872 0.050818
0.289685 0.050285
0.282550 0.049731
0.275470 0.049157
0.268445 0.048565
0.261478 0.047956
0.254571 0.047334
0.247725 0.046700
0.240941 0.046056
0.234223 0.045404
0.227570 0.044746
0.220986 0.044083
0.214470 0.043418
0.208026 0.042753
0.201655 0.042087
0.195358 0.041424
0.189138 0.040764
0.182994 0.040107
0.176930 0.039456
0.170946 0.038810
0.165044 0.038170
0.159225 0.037535
0.153492 0.036907
0.147845 0.036285
0.142285 0.035669
0.136815 0.035058
0.131435 0.034452
0.126148 0.033849
0.120953 0.033250
0.115853 0.032652
0.110848 0.032055
0.105941 0.031458
0.101131 0.030860
0.096421 0.030259
0.091812 0.029653
0.087305 0.029043
0.082900 0.028426
0.078599 0.027802
0.074403 0.027169
0.070314 0.026527
0.066331 0.025874
0.062456 0.025209
0.058691 0.024533
0.055036 0.023844
0.051491 0.023142
0.048058 0.022426
0.044738 0.021697
0.041531 0.020955
0.038439 0.020200
0.035461 0.019432
0.032600 0.018652
0.029854 0.017861
0.027226 0.017058
0.024716 0.016246
0.022325 0.015425
0.020052 0.014596
0.017899 0.013761
0.015866 0.012921
0.013954 0.012077
0.012162 0.011231
0.010493 0.010385
0.008945 0.009539
0.007520 0.008696
0.006218 0.007856
0.005038 0.007023
0.003982 0.006196
0.003050 0.005378
0.002241 0.004570
0.001557 0.003773
0.000997 0.002989
0.000561 0.002218
0.000249 0.001462
0.000062 0.000723
0.000000 0.000000
0.000062 -0.000354
0.000249 -0.000687
0.000561 -0.000996
0.000997 -0.001277
0.001557 -0.001528
0.002241 -0.001746
0.003050 -0.001929
0.003982 -0.002073
0.005038 -0.002178
0.006218 -0.002241
0.007520 -0.002262
0.008945 -0.002238
0.010493 -0.002170
0.012162 -0.002057
0.013954 -0.001899
0.015866 -0.001695
0.017899 -0.001447
0.020052 -0.001155
0.022325 -0.000821
