epoch,island,score,objective,duplicate,restarts,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_length_m,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
1,0,6.197625248626942,-6.197625248626942,False,0,1.7411879817871356,0.34104954414069655,0.8904923551831185,0.1504350797835063,0.0,0.4455250792075227,11.142283996740938,4.550904532648465,1.6094321739298783,16.88361084192095,8.855344160538905,486.3096290507351,1641.2781577113851,0.8968979373213389,0.7358847639730695,6.0
1,1,6.608084268348456,-6.608084268348456,False,0,1.6694877654898659,0.28888142373805314,0.7845853894664773,0.09275435969597637,0.0,0.5421104872220435,14.67139052997987,3.9660991267819448,3.9688518182215544,21.135965854922887,15.122756850968045,343.3089344493864,2295.2825470340595,0.8194268557512746,0.8218970617914081,6.0
1,2,6.699224726553384,-6.699224726553384,False,0,1.6376350984667982,0.2821313549019832,0.5182755106809646,0.1625539569922741,0.0,0.5119800053898238,14.808852863386464,7.729420538847578,3.1659410700117223,20.620518680661917,8.850483090041674,398.02822528733594,1988.3178667884051,0.6991957359882812,0.6954926486094495,8.0
1,3,6.385168354341678,-6.385168354341678,False,0,1.7124592073423754,0.30030811625079196,0.8471895782276988,0.08507612166520619,0.0,0.3682714837950749,11.462978595926373,5.942159096226272,3.378378378378378,21.092238361015916,13.344108339125526,372.24296338449346,1498.7806472927332,0.6283350167875886,0.5050468542613089,8.0
1,4,6.484745084984065,-6.484745084984065,False,0,1.5491572350683296,0.3963919648386547,0.4859238302771849,0.1800588685919029,0.0,0.3674398651489323,10.552307808206749,9.988368830181653,2.458814851841917,21.251662803178917,15.790825833072207,294.99586526132043,2584.3844885897797,0.6487500844868551,0.6272919454882422,8.0
1,5,7.061645651099706,-7.061645651099706,False,0,1.7003334339499092,0.34076241254806516,0.8469601398333908,0.20048859857509707,0.0,0.5577966191387028,14.903528333075526,11.472369522811022,3.0727785508133127,18.39888320527459,11.946716820901392,485.398441381801,2513.8687382375933,0.8338562271034449,0.5968319285251136,6.0
2,0,7.062762879036149,-7.062762879036149,False,0,1.7694121950668418,0.288474498418562,0.6999523560910383,0.22359619360752053,0.0,0.45898963439000734,14.765262071586035,12.969388312027206,1.8989804009997315,14.60612509497576,6.366430047038833,440.26555639283333,1979.112154879026,0.9435535519922824,0.86791743740023,8.0
2,1,6.766465147082336,-6.766465147082336,False,0,1.570446546100373,0.2797005778158073,0.8675171719141431,0.13063301415735495,0.0,0.4605954026553011,14.823949203892973,5.651197184149053,3.868725480404646,18.38241916707788,13.63201346607314,376.74437748242,2964.6949134767056,0.9971748541750729,0.7562462077026179,6.0
2,2,6.9428133323214,-6.9428133323214,False,0,1.820684840619309,0.2818987358821654,0.4843497281077251,0.20097439758842736,0.0,0.4449186639603882,14.652653944067273,7.550016237306977,3.309518890927916,18.15698519107275,7.321683366745728,476.794881344957,1597.1003203786795,0.8234046634250136,0.6884666197756304,8.0
2,3,6.685091778595682,-6.685091778595682,False,0,1.6658794339285155,0.2827257656499283,0.766186501609886,0.18215810669464372,0.0,0.47891413430456387,13.227126025420702,7.599048089468512,3.0461054469054005,19.70035085278828,8.643435206742618,377.74753310816834,2957.5873892754316,0.9489406426437199,0.7200227045779215,8.0
2,4,7.065087527663444,-7.065087527663444,False,0,1.6296821042794403,0.3942701861991808,0.5740011927860351,0.24706920569953605,0.0,0.4783517931691367,14.002068955016579,12.377293686396023,2.795619999534133,21.376684595914107,15.356158169158812,333.0515026206522,2054.145973354994,0.6734839466335467,0.5511583422419363,8.0
2,5,7.061645651099706,-7.061645651099706,False,0,1.7003334339499092,0.34076241254806516,0.8469601398333908,0.20048859857509707,0.0,0.5577966191387028,14.903528333075524,11.472369522811022,3.0727785508133127,18.39888320527459,11.946716820901392,485.398441381801,2513.8687382375933,0.8338562271034449,0.5968319285251136,6.0
